"Country","Year","meanPrec"
"MT","1978",0
"NL","1978",5.80970738286132
"PL","1978",5.2114161317491
"PT","1978",8.09814461220462
"RO","1978",4.86411627982509
"SE","1978",5.04655782374787
"SI","1978",9.51943747152468
"SK","1978",4.76372403083504
"AT","1979",7.77912080363182
"BE","1979",7.05979166103
"BG","1979",5.34627351306949
"CY","1979",3.65945449394645
"CZ","1979",5.87554563811772
"DE","1979",6.44630280649176
"DK","1979",6.192140160597
"EE","1979",5.55553839773721
"ES","1979",5.49699959502638
"FI","1979",5.1977316724185
"FR","1979",7.81751933880539
"GB","1979",7.37398215688994
"GR","1979",6.61083879972161
"HR","1979",8.00811327392784
"HU","1979",5.13895247647887
"IE","1979",9.43065897294564
"IT","1979",7.95610027919559
"LT","1979",5.48382342978574
"LU","1979",8.31902954357113
"LV","1979",5.21701191314394
"MT","1979",0
"NL","1979",6.90654843075947
"PL","1979",4.86674797617767
"PT","1979",8.24009030458892
"RO","1979",4.95569480672442
"SE","1979",5.79557757299302
"SI","1979",11.1799766579234
"SK","1979",5.84310629177065
"AT","1980",6.94581068261945
"BE","1980",7.19589348242851
"BG","1980",5.37731932734864
"CY","1980",2.7705516009223
"CZ","1980",5.59566748411359
"DE","1980",6.59485733732035
"DK","1980",6.85055293204262
"EE","1980",5.91591857241446
"ES","1980",4.00066127140061
"FI","1980",4.92635896510336
"FR","1980",6.87912331079206
"GB","1980",7.24803225775302
"GR","1980",6.34472158378581
"HR","1980",8.58231812970682
"HU","1980",5.41638848774326
"IE","1980",9.61986271240533
"IT","1980",7.31340200601694
"LT","1980",6.67573046935733
"LU","1980",8.00649706683235
"LV","1980",6.20737145074415
"MT","1980",0
"NL","1980",6.6587950660732
"PL","1980",5.57440942596296
"PT","1980",4.52073088223949
"RO","1980",5.34724245708757
"SE","1980",5.9194699622503
"SI","1980",10.8925606801508
"SK","1980",6.05855013021236
"AT","1981",6.99760925922833
"BE","1981",8.12421809112968
"BG","1981",5.02980164393466
"CY","1981",4.13452642832657
"CZ","1981",6.49255547393215
"DE","1981",7.79140215370167
"DK","1981",6.73987403293859
"EE","1981",7.58340729985121
"ES","1981",3.93458142711941
"FI","1981",6.1538613913754
"FR","1981",7.63097466871854
"GB","1981",7.34297430873429
"GR","1981",5.97626480798368
"HR","1981",8.30449678898018
"HU","1981",4.64699127413237
"IE","1981",9.20354683406271
"IT","1981",6.2076334719666
"LT","1981",6.47375933707285
"LU","1981",9.41509479028498
"LV","1981",6.65362431653333
"MT","1981",0
"NL","1981",7.44556004472761
"PL","1981",5.7586213990416
"PT","1981",5.62056607110352
"RO","1981",4.85808199146494
"SE","1981",6.06351872888249
"SI","1981",9.69571427100735
"SK","1981",5.4750223684678
"AT","1982",6.60707707855382
"BE","1982",7.04476901783895
"BG","1982",4.83530684724951
"CY","1982",2.53458633161277
"CZ","1982",4.05700518230149
"DE","1982",5.42970435792084
"DK","1982",5.87258556240616
"EE","1982",5.3368652053875
"ES","1982",4.31053397133319
"FI","1982",4.58590813924411
"FR","1982",7.81582384825704
"GB","1982",7.4559857291961
"GR","1982",6.34000090997057
"HR","1982",7.28178008720559
"HU","1982",4.41883445855376
"IE","1982",10.051824134293
"IT","1982",7.64879138358371
"LT","1982",4.35501978657361
"LU","1982",7.48384482980131
"LV","1982",4.57251958570915
"MT","1982",0
"NL","1982",5.7797875652292
"PL","1982",2.67163474909947
"PT","1982",5.02600056738229
"RO","1982",3.82709313815412
"SE","1982",5.08282107334222
"SI","1982",10.7963772639215
"SK","1982",4.80245230851902
"AT","1983",5.86958729076213
"BE","1983",6.83809188650752
"BG","1983",4.27009822480111
"CY","1983",3.54779380651937
"CZ","1983",4.45694016030842
"DE","1983",6.14900747641274
"DK","1983",5.9625522212562
"EE","1983",6.20320976488153
"ES","1983",3.98159326197466
"FI","1983",5.42259097175039
"FR","1983",6.88709331864113
"GB","1983",6.61667581502413
"GR","1983",5.73495897009164
"HR","1983",5.87601988467873
"HU","1983",3.74098189645601
"IE","1983",8.95217526054467
"IT","1983",6.0857414453445
"LT","1983",5.90612706900856
"LU","1983",7.57635480748441
"LV","1983",5.63582312381622
"MT","1983",0
"NL","1983",7.00806588404428
"PL","1983",3.23367653271077
"PT","1983",6.43723641650878
"RO","1983",3.36112392519475
"SE","1983",5.33307756064696
"SI","1983",8.01112512772491
"SK","1983",4.55602898785961
"AT","1984",6.26351169229652
"BE","1984",7.69887378065739
"BG","1984",4.70310119923891
"CY","1984",3.61594721987817
"CZ","1984",4.86526558237832
"DE","1984",6.49179436414869
"DK","1984",5.83226960782947
"EE","1984",5.90522472395209
"ES","1984",4.83188362946254
"FI","1984",5.45789341024962
"FR","1984",7.45913792585457
"GB","1984",6.95284509596852
"GR","1984",5.32841170831104
"HR","1984",8.3767632744635
"HU","1984",4.87276798210535
"IE","1984",8.75963999156355
"IT","1984",7.96605939123622
"LT","1984",5.28984048074097
"LU","1984",8.49905186445413
"LV","1984",5.19309663894692
"MT","1984",0
"NL","1984",7.46752164970708
"PL","1984",3.15326789115007
"PT","1984",6.76170675656003
"RO","1984",4.77555283597286
"SE","1984",5.78148128821237
"SI","1984",10.3476143635176
"SK","1984",5.66286354161403
"AT","1985",7.34431271742274
"BE","1985",6.33249564715655
"BG","1985",3.62551378121675
"CY","1985",2.78154677223655
"CZ","1985",5.32718360540116
"DE","1985",5.74002493268028
"DK","1985",6.2683486560834
"EE","1985",6.36207770993201
"ES","1985",4.17932634653714
"FI","1985",4.87906558225547
"FR","1985",5.66139070557426
"GB","1985",6.94090447477554
"GR","1985",5.10226487070719
"HR","1985",7.22374796169704
"HU","1985",4.92324044649908
"IE","1985",9.34936122350563
"IT","1985",6.40462555174094
"LT","1985",5.95452173466336
"LU","1985",6.23671901142764
"LV","1985",5.87297300312339
"MT","1985",0
"NL","1985",6.75949381447697
"PL","1985",3.57355033175128
"PT","1985",6.97976191318519
"RO","1985",3.71379607438992
"SE","1985",6.23809789701596
"SI","1985",10.4227661530928
"SK","1985",5.94864067260338
"AT","1986",6.36337353164867
"BE","1986",7.37228558194074
"BG","1986",3.77067370223395
"CY","1986",2.78468227655374
"CZ","1986",5.52624262588475
"DE","1986",6.74279857939412
"DK","1986",5.53952256087668
"EE","1986",6.42627340731549
"ES","1986",4.17579569219378
"FI","1986",5.31695981034125
"FR","1986",7.02484309563985
"GB","1986",7.47611428285184
"GR","1986",5.52239793702737
"HR","1986",7.44030664372795
"HU","1986",4.01382641067336
"IE","1986",9.99074645091206
"IT","1986",6.92899146376973
"LT","1986",6.00921618572884
"LU","1986",7.68154187791957
"LV","1986",6.05330188645137
"MT","1986",0
"NL","1986",6.68250292524096
"PL","1986",2.83504358585885
"PT","1986",5.60200641149019
"RO","1986",3.04163567494622
"SE","1986",5.51778842419539
"SI","1986",9.75377681898692
"SK","1986",4.48535626615321
"AT","1987",7.63216770765712
"BE","1987",7.56542014660031
"BG","1987",4.88497205499696
"CY","1987",3.7173081279098
"CZ","1987",5.90983252081389
"DE","1987",6.90008256194633
"DK","1987",5.99191943626038
"EE","1987",6.41951496968611
"ES","1987",5.17768817600694
"FI","1987",4.98338184941388
"FR","1987",6.77920035986928
"GB","1987",6.96595882536889
"GR","1987",6.1497485120471
"HR","1987",7.78516641455956
"HU","1987",4.89753413157233
"IE","1987",8.02948635987681
"IT","1987",6.9374284363059
"LT","1987",5.69622361915569
"LU","1987",8.09396446679167
"LV","1987",5.4625371442831
"MT","1987",0
"NL","1987",7.2126451499816
"PL","1987",4.54114449171321
"PT","1987",7.47915005986473
"RO","1987",3.39889466623488
"SE","1987",5.5173683091348
"SI","1987",10.8458987427832
"SK","1987",5.20212017497867
"AT","1988",7.29357054679882
"BE","1988",7.99124475374215
"BG","1988",4.37917055602036
"CY","1988",4.39663671819176
"CZ","1988",5.61258851558622
"DE","1988",6.7414763259451
"DK","1988",6.66499208979739
"EE","1988",6.46314699467872
"ES","1988",4.66920783185515
"FI","1988",5.60873483520254
"FR","1988",7.01533466723913
"GB","1988",7.07911454772354
"GR","1988",5.19914071482111
"HR","1988",6.61795290410959
"HU","1988",4.39322007001407
"IE","1988",9.51968419155192
"IT","1988",6.27414857752991
"LT","1988",5.28654565132327
"LU","1988",8.63105537639764
"LV","1988",5.74091658995426
"MT","1988",0
"NL","1988",7.78434630199894
"PL","1988",4.53135279151759
"PT","1988",6.36516237819726
"RO","1988",4.02650621935406
"SE","1988",6.16195763380796
"SI","1988",9.07821665997821
"SK","1988",5.18159721160425
"AT","1989",6.69666781033258
"BE","1989",5.88457462129494
"BG","1989",4.0832838225264
"CY","1989",2.37064747897377
"CZ","1989",4.57375355573626
"DE","1989",5.31618672956815
"DK","1989",4.61414735020122
"EE","1989",5.84660954659016
"ES","1989",5.50631327015535
"FI","1989",4.98845544640597
"FR","1989",5.22305300137081
"GB","1989",6.11498097001358
"GR","1989",4.01697512812811
"HR","1989",6.943724486274
"HU","1989",4.53874893435436
"IE","1989",8.16982503381347
"IT","1989",6.18412675096805
"LT","1989",5.78024533186579
"LU","1989",6.85714816312471
"LV","1989",5.75219963795748
"MT","1989",0
"NL","1989",5.49580815678012
"PL","1989",3.90439176190838
"PT","1989",8.52468619313574
"RO","1989",3.3231151537455
"SE","1989",4.54585763209408
"SI","1989",9.76788742961336
"SK","1989",4.68550122341654
"AT","1990",6.84885587396971
"BE","1990",6.25775974870996
"BG","1990",3.62348688638473
"CY","1990",2.1181414999711
"CZ","1990",4.55625327141543
"DE","1990",6.18540204143969
"DK","1990",6.38506403849986
"EE","1990",7.38799157475264
"ES","1990",3.96772104296582
"FI","1990",4.9812619283605
"FR","1990",6.03508852418447
"GB","1990",6.54068987159528
"GR","1990",4.77681065161443
"HR","1990",6.34760133026771
"HU","1990",4.17885106296808
"IE","1990",9.13135174477157
"IT","1990",6.98625573309105
"LT","1990",6.55152228670758
"LU","1990",7.33155687718453
"LV","1990",6.81307217026439
"MT","1990",0
"NL","1990",6.60245260151194
"PL","1990",4.58914444021593
"PT","1990",5.44588352362304
"RO","1990",2.30723718163458
"SE","1990",5.94812655177856
"SI","1990",9.89894259895653
"SK","1990",5.07559360112761
"AT","1991",6.68171024574068
"BE","1991",6.17170767009134
"BG","1991",5.23040364647425
"CY","1991",3.92412474061356
"CZ","1991",4.41345409834401
"DE","1991",4.97889334954092
"DK","1991",3.94678296719766
"EE","1991",6.44179025254446
"ES","1991",4.1880893181147
"FI","1991",5.28734715271469
"FR","1991",5.53306317453013
"GB","1991",5.98289837236381
"GR","1991",5.53495533027146
"HR","1991",7.73869967543417
"HU","1991",5.07158066109956
"IE","1991",7.91169690347231
"IT","1991",7.1478263703502
"LT","1991",4.95317821852183
"LU","1991",5.72920411863846
"LV","1991",5.48356106162918
"MT","1991",0
"NL","1991",5.42819172880274
"PL","1991",4.02268533966359
"PT","1991",5.07723233020244
"RO","1991",3.18817896347938
"SE","1991",5.13010955531652
"SI","1991",10.432637718267
"SK","1991",5.12606704042334
"AT","1992",6.46070765857619
"BE","1992",6.79697610431246
"BG","1992",3.50462316588823
"CY","1992",3.2293285317987
"CZ","1992",4.66091584871538
"DE","1992",6.13064247922245
"DK","1992",4.46750129845725
"EE","1992",5.53758239590943
"ES","1992",4.28253057715178
"FI","1992",5.46577996421758
"FR","1992",6.97900041130231
"GB","1992",7.26720009393032
"GR","1992",4.50670902296447
"HR","1992",7.47915058622564
"HU","1992",5.18413183711375
"IE","1992",8.34507326245449
"IT","1992",7.23445213566099
"LT","1992",5.19558662972828
"LU","1992",7.00638974947249
"LV","1992",5.19431438630035
"MT","1992",0
"NL","1992",6.8721845520151
"PL","1992",4.56220242195521
"PT","1992",4.76426303214845
"RO","1992",2.28942087562262
"SE","1992",5.44682448018521
"SI","1992",9.779360454373
"SK","1992",4.95411351246822
"AT","1993",6.29874547266239
"BE","1993",6.78955979104644
"BG","1993",4.21314492372977
"CY","1993",2.42685251473952
"CZ","1993",5.14306503243979
"DE","1993",6.91515090364629
"DK","1993",4.077718101332
"EE","1993",6.18807581040157
"ES","1993",4.32135685413868
"FI","1993",4.68557375056747
"FR","1993",6.95158092711297
"GB","1993",7.21639654574821
"GR","1993",4.98237696344076
"HR","1993",7.69758118734602
"HU","1993",4.47025448982735
"IE","1993",9.02724345417987
"IT","1993",6.98757614029028
"LT","1993",5.8822538583188
"LU","1993",7.81424405662986
"LV","1993",5.73213681061802
"MT","1993",0
"NL","1993",7.77676965080966
"PL","1993",4.7975389564796
"PT","1993",6.60557097050183
"RO","1993",3.00622710231911
"SE","1993",5.57883108866555
"SI","1993",9.14177406570821
"SK","1993",4.76050303549942
"AT","1994",6.53143513999458
"BE","1994",7.30025016518525
"BG","1994",4.47950170530349
"CY","1994",4.84052749741063
"CZ","1994",5.31729151633919
"DE","1994",7.00295276766765
"DK","1994",4.36206073234568
"EE","1994",6.04580805564529
"ES","1994",3.84786854450472
"FI","1994",4.89467411386908
"FR","1994",7.87945815342412
"GB","1994",7.26886006184645
"GR","1994",6.02859210781464
"HR","1994",7.42937667739052
"HU","1994",4.73290376304385
"IE","1994",9.91764768483659
"IT","1994",6.67726869684885
"LT","1994",5.70171616263841
"LU","1994",7.72769467035929
