"Region","Year","meanPrec"
"EL53","1961",4.50578085340167
"EL54","1961",8.2423079999387
"EL61","1961",4.32458901777336
"EL62","1961",11.2691667030255
"EL63","1961",5.9342795769684
"EL64","1961",4.29044511933728
"EL65","1961",5.84779025186286
"ES11","1961",12.4526323635961
"ES12","1961",9.94080404614845
"ES13","1961",11.0779436818145
"ES21","1961",8.59374311140647
"ES22","1961",7.01689986528371
"ES23","1961",5.39741165140841
"ES24","1961",4.01612174292515
"ES30","1961",4.1215605499654
"ES41","1961",5.63260902718796
"ES42","1961",4.33124531690205
"ES43","1961",5.92775734640709
"ES51","1961",3.93713543124236
"ES52","1961",3.55444315863994
"ES53","1961",2.72333336621523
"ES61","1961",4.93252865866637
"ES62","1961",2.15982408310596
"ES70","1961",1.48126980603214
"FI19","1961",5.36898949291131
"FI1B","1961",5.35473890384038
"FI1C","1961",5.58089566824229
"FI1D","1961",5.39200345430765
"FI20","1961",5.35561590825302
"FR10","1961",4.77880952413955
"FR21","1961",5.78025724393141
"FR22","1961",5.75118515091661
"FR23","1961",5.28077723547502
"FR24","1961",5.15200302636999
"FR25","1961",6.15099845846181
"FR26","1961",5.7121268542314
"FR30","1961",6.23324517776937
"FR41","1961",6.67619479526505
"FR42","1961",6.87579276577561
"FR43","1961",8.35952332188666
"FR51","1961",6.04547377134995
"FR52","1961",6.54429386549041
"FR53","1961",6.84181119521466
"FR61","1961",7.6556501527293
"FR62","1961",6.57886337826962
"FR63","1961",8.35796869385846
"FR71","1961",6.52843506563842
"FR72","1961",5.86370996092182
"FR81","1961",5.4906001127582
"FR82","1961",6.25948331704629
"FR83","1961",7.90027777793714
"HR03","1961",9.2379756346912
"HR04","1961",6.41975887742715
"HU1","1961",3.05457780017207
"HU21","1961",4.15506645608311
"HU22","1961",5.19225955532113
"HU23","1961",4.52397695109345
"HU31","1961",3.19424203293221
"HU32","1961",2.9797945411795
"HU33","1961",3.29461159677146
"IE01","1961",8.80212722140394
"IE02","1961",8.55625441484643
"ITC1","1961",5.81517586006967
"ITC2","1961",8.49305008748918
"ITC3","1961",9.21050718167554
"ITC4","1961",7.12671999473597
"ITF1","1961",7.99238468110035
"ITF2","1961",7.22315575978614
"ITF3","1961",8.37174226342949
"ITF4","1961",4.07596539938057
"ITF5","1961",5.13659795430907
"ITF6","1961",6.24436595352583
"ITG1","1961",3.79761729990769
"ITG2","1961",5.04314919712656
"ITH3","1961",7.67617017538401
"ITH4","1961",14.2363568339628
"ITI1","1961",7.04283068544926
"ITI2","1961",6.98039924243649
"ITI4","1961",7.38743634643519
"LT","1961",5.04925823533217
"LU","1961",7.772377700952
"LV","1961",4.99607288039104
"MT","1961",0
"NL11","1961",7.83640910030605
"NL12","1961",7.95708899523311
"NL13","1961",8.3355411151825
"NL21","1961",8.5376262825826
"NL22","1961",8.22912244228209
"NL23","1961",8.27568373477421
"NL31","1961",8.30560748154307
"NL32","1961",7.58652877393064
"NL33","1961",7.7908501249415
"NL34","1961",6.85186684336148
"NL41","1961",7.64102263558781
"NL42","1961",7.5152995199397
"PL11","1961",4.99296744065818
"PL12","1961",4.33397448522639
"PL21","1961",5.86897247449211
"PL22","1961",6.01953704096545
"PL31","1961",3.8275597745161
"PL32","1961",4.21428492299042
"PL33","1961",4.76581481317248
"PL34","1961",4.67078910561117
"PL41","1961",5.35066231210628
"PL42","1961",5.65925311713008
"PL43","1961",5.42061252630221
"PL51","1961",5.64654653256976
"PL52","1961",5.06862938848129
"PL61","1961",4.87123948071091
"PL62","1961",5.52298746911886
"PL63","1961",4.98700573212285
"PT11","1961",9.09845343041912
"PT15","1961",5.02043562470459
"PT16","1961",9.1384728188424
"PT17","1961",5.48591009104265
"PT18","1961",5.67991325813026
"PT20","1961",0
"PT30","1961",0
"RO11","1961",3.221201706728
"RO12","1961",3.73429135979187
"RO21","1961",3.73500930036822
"RO22","1961",3.07744586234044
"RO31","1961",3.92498993784807
"RO32","1961",4.34988597170095
"RO41","1961",3.82092753031945
"RO42","1961",3.71877915386244
"SE11","1961",5.24400410298409
"SE12","1961",5.07966276295483
"SE21","1961",5.3688860913586
"SE22","1961",5.721909359421
"SE23","1961",6.2315122761776
"SE31","1961",5.71623838309985
"SE32","1961",5.43736486282345
"SE33","1961",5.04010928481247
"SI03","1961",8.62542460160389
"SI04","1961",12.797666273986
"SK01","1961",4.38989446933613
"SK02","1961",4.60640520225607
"SK03","1961",5.49473541919013
"SK04","1961",4.8287585808322
"UKC","1961",6.10294230593703
"UKD","1961",8.85246439831735
"UKE","1961",6.1464782140041
"UKF","1961",5.00692010302257
"UKG","1961",5.59270466016183
"UKH","1961",5.12663521751326
"UKJ","1961",5.61771851032713
"UKK","1961",6.85150874294079
"UKL","1961",8.52159808314204
"UKM","1961",7.96999582745963
"UKN","1961",8.70783429178297
"AT11","1962",5.68623021526778
"AT12","1962",5.5934943063279
"AT13","1962",4.81894577243721
"AT21","1962",8.84034261151596
"AT22","1962",8.80618995618959
"AT31","1962",8.07254022311166
"AT32","1962",11.7064325801024
"AT33","1962",9.64381173786558
"AT34","1962",9.13809756287989
"BE10","1962",7.11166672905286
"BE21","1962",6.47103279001726
"BE22","1962",5.96387865332266
"BE23","1962",5.89784825135252
"BE24","1962",6.45285054927676
"BE25","1962",5.07577925836035
"BE31","1962",6.45587701477775
"BE32","1962",6.57543014086408
"BE33","1962",6.8702363990441
"BE34","1962",7.79548138642012
"BE35","1962",6.93284538156239
"BG31","1962",4.71789678308137
"BG32","1962",4.87828310601979
"BG33","1962",4.34948760381229
"BG34","1962",4.82591423691284
"BG41","1962",5.16475946946232
"BG42","1962",5.29332356240999
"CY","1962",3.55791970489131
"CZ01","1962",3.43883213129165
"CZ02","1962",4.08636731333717
"CZ03","1962",5.46683868913651
"CZ04","1962",4.53537533358355
"CZ05","1962",5.92724125475478
"CZ06","1962",4.97416517913094
"CZ07","1962",5.88344005902885
"CZ08","1962",6.61736452121678
"DE1","1962",6.34792412616046
"DE2","1962",6.33196013719639
"DE4","1962",4.1462151380009
"DE5","1962",6.19992912570826
"DE6","1962",5.79834903429889
"DE7","1962",5.56927359013722
"DE8","1962",4.75098641818194
"DE9","1962",6.02972287356168
"DEA","1962",6.43456623852493
"DEB","1962",5.02084816726942
"DEC","1962",5.59000736194949
"DED","1962",4.62550074701866
"DEE","1962",3.98384699262045
"DEF","1962",6.71948517186458
"DEG","1962",4.3763911792722
"DK01","1962",4.9037560424655
"DK02","1962",5.01597062334458
"DK03","1962",5.92543197842315
"DK04","1962",5.85039611229804
"DK05","1962",5.68127931212431
"EE","1962",6.85629682065396
"EL30","1962",6.05279577507447
"EL41","1962",7.16959676805944
"EL42","1962",0
"EL43","1962",8.06211327697088
"EL51","1962",6.21023522620424
"EL52","1962",5.98627231142572
"EL53","1962",7.07890555495277
"EL54","1962",11.4533076216275
"EL61","1962",6.72138043379838
"EL62","1962",13.5391666019956
"EL63","1962",9.58566677350831
"EL64","1962",7.01390272334958
"EL65","1962",8.41924127183274
"ES11","1962",10.4263798620979
"ES12","1962",9.02369880615271
"ES13","1962",11.1282707198085
"ES21","1962",8.15874511386834
"ES22","1962",5.75007491668918
"ES23","1962",4.57579756622212
"ES24","1962",4.1434000495966
"ES30","1962",4.59711377074796
"ES41","1962",4.43119702783288
"ES42","1962",4.89996970665697
"ES43","1962",6.11645967054713
"ES51","1962",5.65903213077777
"ES52","1962",5.31648234141341
"ES53","1962",6.93833325306575
"ES61","1962",6.23760053476973
"ES62","1962",3.39883143406026
"ES70","1962",3.37567458408219
"FI19","1962",4.77309750914865
"FI1B","1962",7.12131113893456
"FI1C","1962",6.14770433844
"FI1D","1962",5.2526344636235
"FI20","1962",4.57137684761614
"FR10","1962",4.6530517455013
"FR21","1962",5.2886326628896
"FR22","1962",5.30542453128915
"FR23","1962",5.69294425845649
"FR24","1962",5.34834850618632
"FR25","1962",6.36362318794976
"FR26","1962",5.73668647745952
"FR30","1962",5.25001175800609
"FR41","1962",5.25092907355179
"FR42","1962",5.88028760790649
"FR43","1962",8.294339085397
"FR51","1962",5.43045292581263
"FR52","1962",6.4906237677216
"FR53","1962",6.23022142029969
"FR61","1962",7.15926825057664
"FR62","1962",6.93165996466981
"FR63","1962",8.89542646735745
"FR71","1962",6.05122347919551
"FR72","1962",6.19339427439797
"FR81","1962",6.64882418809766
"FR82","1962",5.55447380232669
"FR83","1962",8.3077083805369
"HR03","1962",9.71159063073802
"HR04","1962",7.67816470329291
"HU1","1962",3.86241480056334
"HU21","1962",4.59917339052709
"HU22","1962",5.71576910001376
"HU23","1962",5.0379961046418
"HU31","1962",3.83791069885686
"HU32","1962",3.6463007821821
"HU33","1962",3.5558929965836
"IE01","1962",8.29174067787775
"IE02","1962",8.5140805800429
"ITC1","1962",5.02925746033727
"ITC2","1962",8.90166872280018
"ITC3","1962",7.09905794651612
"ITC4","1962",6.11023291846211
"ITF1","1962",7.56255082970025
"ITF2","1962",7.01341370895333
"ITF3","1962",8.2658745740496
"ITF4","1962",4.35181922959645
"ITF5","1962",5.15120071218113
"ITF6","1962",7.39676095838996
"ITG1","1962",4.99848163066017
"ITG2","1962",5.50464308295072
"ITH3","1962",7.80131229812508
"ITH4","1962",15.0739822147874
"ITI1","1962",6.91630286039174
"ITI2","1962",6.63229209930182
"ITI4","1962",8.137990241788
"LT","1962",5.7471501620427
"LU","1962",6.00498500231007
"LV","1962",6.45490492329639
"MT","1962",0
"NL11","1962",6.08623385719305
"NL12","1962",5.94693603862942
"NL13","1962",6.18662049482963
"NL21","1962",5.89219510401767
"NL22","1962",6.08991484232841
"NL23","1962",6.17104895064446
"NL31","1962",6.94843187864582
"NL32","1962",6.25697627549863
"NL33","1962",6.47902163424794
"NL34","1962",5.52311276250026
"NL41","1962",6.13590431799433
"NL42","1962",5.93959422886084
"PL11","1962",5.27096942126516
"PL12","1962",5.10457616137794
"PL21","1962",6.94831742042217
"PL22","1962",6.89355012884846
"PL31","1962",5.60613299131347
"PL32","1962",5.84725397576281
"PL33","1962",6.06540627021612
"PL34","1962",5.08027532102873
"PL41","1962",4.444205896446
"PL42","1962",5.00749519883899
"PL43","1962",4.44391497716322
"PL51","1962",5.20303514510304
"PL52","1962",5.51468002539993
"PL61","1962",4.83623392596226
"PL62","1962",5.10840823299077
"PL63","1962",5.27283478643874
"PT11","1962",6.22462435367053
"PT15","1962",5.75192228422811
"PT16","1962",6.69592211279525
"PT17","1962",5.86340655825422
"PT18","1962",5.789836771069
"PT20","1962",0
"PT30","1962",0
"RO11","1962",4.73188578848181
"RO12","1962",4.49392781516686
"RO21","1962",3.85887483361421
"RO22","1962",3.26226835172942
"RO31","1962",3.95941781507624
"RO32","1962",4.12993699136843
"RO41","1962",3.79836755535881
"RO42","1962",4.02939305146409
"SE11","1962",5.07933940272021
"SE12","1962",5.01610417338864
"SE21","1962",4.90342032410179
"SE22","1962",6.01163156050832
"SE23","1962",6.97846569670171
"SE31","1962",5.30875167440608
"SE32","1962",4.82012011500092
"SE33","1962",4.54372948974045
"SI03","1962",10.5270465951637
"SI04","1962",13.5162668095318
"SK01","1962",4.39037847987429
"SK02","1962",4.92160395520543
"SK03","1962",6.59961179930544
"SK04","1962",5.74746011673906
"UKC","1962",5.65916026698855
"UKD","1962",8.2402929407879
"UKE","1962",5.04542179856545
"UKF","1962",4.43426676546167
"UKG","1962",5.25133754360752
"UKH","1962",4.41816798034238
"UKJ","1962",5.20132710303929
"UKK","1962",6.19062704483592
"UKL","1962",7.64605992922274
"UKM","1962",8.11583470497694
"UKN","1962",8.27169523130352
"AT11","1963",5.23296755140942
"AT12","1963",4.69822004460993
"AT13","1963",4.30106428157852
"AT21","1963",8.41747215532318
"AT22","1963",8.176844948656
"AT31","1963",6.60190214191608
"AT32","1963",8.63894335873266
"AT33","1963",7.41305555764264
"AT34","1963",9.16121078718384
"BE10","1963",5.87083333730698
"BE21","1963",5.76197266682901
"BE22","1963",4.76199143474885
"BE23","1963",5.63824502233356
"BE24","1963",5.17206029416157
"BE25","1963",5.56593962944627
"BE31","1963",5.07504209074095
"BE32","1963",5.90608213797247
"BE33","1963",5.31620175464826
"BE34","1963",6.75400878082184
"BE35","1963",5.99519371188774
"BG31","1963",4.6621428711131
"BG32","1963",4.7127840580946
"BG33","1963",4.51961860788726
"BG34","1963",5.15868610903669
"BG41","1963",5.46852349633272
"BG42","1963",5.37233413260352
"CY","1963",2.95231410178492
"CZ01","1963",3.85427671857499
"CZ02","1963",4.3554105953009
"CZ03","1963",4.59229600300342
"CZ04","1963",4.75030991648511
"CZ05","1963",5.89083513083584
"CZ06","1963",4.66509918321548
"CZ07","1963",5.39015535634708
"CZ08","1963",5.60871984855492
"DE1","1963",6.72852264740327
"DE2","1963",6.29150462444079
"DE4","1963",3.54858439007704
"DE5","1963",5.34925366360411
"DE6","1963",5.44855343761309
"DE7","1963",5.21753565868962
"DE8","1963",4.26304801830357
"DE9","1963",5.34873756594418
"DEA","1963",5.45303700823156
"DEB","1963",4.80319962336666
"DEC","1963",5.97304896246108
"DED","1963",4.72225576946416
"DEE","1963",3.5641269263545
"DEF","1963",6.09877861768154
"DEG","1963",4.65854441303772
"DK01","1963",5.06618361524194
"DK02","1963",5.125692391124
"DK03","1963",6.03793810612486
"DK04","1963",6.00202911676803
"DK05","1963",5.76874617067195
"EE","1963",5.07470503201087
"EL30","1963",4.12978491860051
"EL41","1963",5.74795692073562
"EL42","1963",0
"EL43","1963",5.95013325905427
"EL51","1963",5.81078947713358
"EL52","1963",6.09679565558003
"EL53","1963",6.97478747467047
"EL54","1963",10.9051194981103
"EL61","1963",6.00050174945843
"EL62","1963",12.5341665943464
"EL63","1963",7.97156983202183
"EL64","1963",5.56932198953493
"EL65","1963",6.60830841291307
"ES11","1963",13.9579836662798
"ES12","1963",9.22989771693771
"ES13","1963",9.86308876863247
"ES21","1963",8.11584315683328
"ES22","1963",6.43079377888429
"ES23","1963",4.75869108646205
"ES24","1963",4.1758459328297
"ES30","1963",6.04684915376092
"ES41","1963",5.93851740352542
"ES42","1963",5.65209661099696
"ES43","1963",8.14563225410962
"ES51","1963",5.60825519994358
"ES52","1963",4.27726189728924
"ES53","1963",3.5716666529576
"ES61","1963",7.6240629945526
"ES62","1963",2.56200551030747
"ES70","1963",2.66325394359846
"FI19","1963",4.41024317238425
"FI1B","1963",4.64494999180237
"FI1C","1963",4.49636520844439
"FI1D","1963",4.22411340766282
"FI20","1963",4.24413042828657
"FR10","1963",5.13350733985695
"FR21","1963",5.64411364648564
"FR22","1963",5.43952043421285
"FR23","1963",5.62996708172283
"FR24","1963",5.50631146390497
"FR25","1963",6.11145882159863
"FR26","1963",6.20866449176595
"FR30","1963",5.54752940573302
"FR41","1963",5.67121044957909
"FR42","1963",6.36296088868824
"FR43","1963",9.81219739047275
"FR51","1963",6.35787980068701
"FR52","1963",6.72693333553183
"FR53","1963",7.21207328502726
"FR61","1963",8.35955293702357
"FR62","1963",8.10144991814504
"FR63","1963",9.1250798549905
"FR71","1963",8.33089968280554
"FR72","1963",7.04304311298691
"FR81","1963",8.3268753838788
"FR82","1963",8.06496665117287
"FR83","1963",8.67236116238766
"HR03","1963",10.1545509948669
"HR04","1963",7.39743402708078
"HU1","1963",5.1287703664656
"HU21","1963",5.34842997963829
"HU22","1963",5.37625204325711
"HU23","1963",6.1838002787026
"HU31","1963",4.47477578640221
"HU32","1963",4.34486840621999
"HU33","1963",4.98889863320706
"IE01","1963",7.84388935343358
"IE02","1963",8.5803426439302
"ITC1","1963",8.72276811609786
"ITC2","1963",11.2533165421601
"ITC3","1963",11.6750363043469
"ITC4","1963",10.1128886442121
"ITF1","1963",8.48982954243274
"ITF2","1963",7.5662355293595
"ITF3","1963",9.40399736638143
"ITF4","1963",5.11061619655907
"ITF5","1963",6.65332132313941
"ITF6","1963",8.63536233377198
"ITG1","1963",5.34964694370833
"ITG2","1963",6.65391225112643
"ITH3","1963",9.87914731354044
"ITH4","1963",16.2676979041567
"ITI1","1963",8.21188327875087
"ITI2","1963",7.82697984523826
"ITI4","1963",8.40492636266562
"LT","1963",4.94578794037515
"LU","1963",5.61360269133373
"LV","1963",4.518132135345
"MT","1963",0
"NL11","1963",5.80165416778243
"NL12","1963",5.68222182662003
"NL13","1963",5.90369470217718
"NL21","1963",5.95148324705045
"NL22","1963",5.85786650315049
"NL23","1963",6.21319431772219
"NL31","1963",6.79255746767439
"NL32","1963",6.23303436065145
"NL33","1963",6.36317477104796
"NL34","1963",5.74303928997027
"NL41","1963",5.53356310478329
"NL42","1963",4.89233577717905
"PL11","1963",4.27962128891512
"PL12","1963",3.96763632717485
"PL21","1963",5.60313046161679
"PL22","1963",5.45605691601106
"PL31","1963",4.31585737679574
"PL32","1963",4.62538062649424
"PL33","1963",4.57585838998117
"PL34","1963",4.32816298986008
"PL41","1963",4.24143776095974
"PL42","1963",4.23726825962178
"PL43","1963",4.09273271578216
"PL51","1963",5.33809849385896
"PL52","1963",4.88933618205894
"PL61","1963",4.04839992853889
"PL62","1963",4.70844972323782
"PL63","1963",4.77878303127042
"PT11","1963",12.4917924847116
"PT15","1963",8.22974212102178
"PT16","1963",13.2785326067432
"PT17","1963",10.1487062103558
"PT18","1963",8.9581701080294
"PT20","1963",0
"PT30","1963",0
"RO11","1963",4.50066368389515
"RO12","1963",3.45802158313831
"RO21","1963",3.09159656813453
"RO22","1963",2.89157716046039
"RO31","1963",3.51651409283526
"RO32","1963",3.63555605232971
"RO41","1963",3.95802511040921
"RO42","1963",5.02749504250305
"SE11","1963",4.0007622014822
"SE12","1963",4.51411068666882
"SE21","1963",4.48420036030572
"SE22","1963",5.84890169538986
"SE23","1963",6.04379172869222
"SE31","1963",5.01442896098809
"SE32","1963",4.26029280915454
"SE33","1963",4.22280737151051
"SI03","1963",9.80797900661046
"SI04","1963",13.9232218965938
"SK01","1963",4.60217249857633
"SK02","1963",4.98857948801022
"SK03","1963",5.91038078895073
"SK04","1963",5.39016322346918
"UKC","1963",6.70358651654843
"UKD","1963",7.73401618560107
"UKE","1963",5.78509741116984
"UKF","1963",4.96615456235523
"UKG","1963",5.21235577756984
"UKH","1963",4.80315501658633
"UKJ","1963",5.87074017342764
"UKK","1963",7.2742616235795
"UKL","1963",7.63348240694548
"UKM","1963",7.96408189995784
"UKN","1963",8.5921831262429
"AT11","1964",5.56677018222704
"AT12","1964",5.77680680618528
"AT13","1964",5.2638353395863
"AT21","1964",8.25099072826129
"AT22","1964",8.28700148115772
"AT31","1964",8.36957059609701
"AT32","1964",11.1536348195258
"AT33","1964",9.42625000994699
"AT34","1964",10.1051258313581
"BE10","1964",6.49583337704341
"BE21","1964",6.45544535735917
"BE22","1964",5.54425859334422
"BE23","1964",6.37474526368903
"BE24","1964",5.81417592399528
"BE25","1964",6.01160509785461
"BE31","1964",5.71514648722071
"BE32","1964",6.15684503252558
"BE33","1964",5.7182584419506
"BE34","1964",6.42223171894318
"BE35","1964",5.52030887310965
"BG31","1964",4.83668154441116
"BG32","1964",5.32476151162584
"BG33","1964",4.38366430689411
"BG34","1964",4.25301294628663
"BG41","1964",5.10565996830095
"BG42","1964",4.14582355151202
"CY","1964",3.52266186281002
"CZ01","1964",3.39645080739459
"CZ02","1964",3.97079085915509
"CZ03","1964",4.66344799689054
"CZ04","1964",4.26875345552592
"CZ05","1964",6.26873660936345
"CZ06","1964",4.61908227774602
"CZ07","1964",5.39669497808713
"CZ08","1964",5.52284595226123
"DE1","1964",5.97932750441288
"DE2","1964",6.10352665181045
"DE4","1964",4.1769613100208
"DE5","1964",5.07018579520005
"DE6","1964",4.88548737539435
"DE7","1964",4.52764479190454
"DE8","1964",4.12039577253241
"DE9","1964",4.95515664294825
"DEA","1964",5.16464670820446
"DEB","1964",4.66141413614393
"DEC","1964",5.3661473534935
"DED","1964",4.76237234024804
"DEE","1964",3.71545916004967
"DEF","1964",5.36264241531912
"DEG","1964",3.9524890181727
"DK01","1964",3.93210147701852
"DK02","1964",4.01605446921962
"DK03","1964",5.13834863406259
"DK04","1964",5.15549327733805
"DK05","1964",5.14147299612425
"EE","1964",4.67700845013732
"EL30","1964",2.88301068636519
"EL41","1964",5.77599462474226
"EL42","1964",0
"EL43","1964",6.21660664764792
"EL51","1964",4.8894936290274
"EL52","1964",5.38765370819185
"EL53","1964",6.04680749267355
"EL54","1964",8.78787441296356
"EL61","1964",4.83041952210827
"EL62","1964",11.2033334771792
"EL63","1964",5.27797846331071
"EL64","1964",3.87870595804715
"EL65","1964",4.71649254309894
"ES11","1964",9.40622881038692
"ES12","1964",9.13948830840183
"ES13","1964",10.7540927194186
"ES21","1964",7.45180199171983
"ES22","1964",4.70740656234851
"ES23","1964",3.6076725672504
"ES24","1964",3.56061312423363
"ES30","1964",3.47536503548887
"ES41","1964",3.8145526591931
"ES42","1964",3.48335465819551
"ES43","1964",4.59835403698643
"ES51","1964",4.75762152422491
"ES52","1964",3.33499232263872
"ES53","1964",3.91083323458831
"ES61","1964",3.70797439421619
"ES62","1964",2.10064582906495
"ES70","1964",2.63186507447371
"FI19","1964",3.90733136679478
"FI1B","1964",4.13365002981491
"FI1C","1964",4.15021740294453
"FI1D","1964",4.29658412489211
"FI20","1964",3.36376814522605
"FR10","1964",4.31723671054447
"FR21","1964",4.46001015846552
"FR22","1964",4.99769260358276
"FR23","1964",5.72127978300998
"FR24","1964",4.30911487267653
"FR25","1964",6.32556863116102
"FR26","1964",4.65281378014184
"FR30","1964",5.91926952320502
"FR41","1964",4.93252439749321
"FR42","1964",5.43351407089768
"FR43","1964",7.25773156527997
"FR51","1964",5.26860241014688
"FR52","1964",5.99307648501488
"FR53","1964",5.39451183148214
"FR61","1964",6.77502331035624
"FR62","1964",6.35186552961787
"FR63","1964",7.14910789746668
"FR71","1964",6.47602350220495
"FR72","1964",5.88730893642513
"FR81","1964",6.95127201230014
"FR82","1964",6.40035712205761
"FR83","1964",8.78562501031491
"HR03","1964",10.8027624899303
"HR04","1964",8.59388806637645
"HU1","1964",4.92556575483056
"HU21","1964",5.3527329071613
"HU22","1964",5.86563429005203
"HU23","1964",6.68453956004498
"HU31","1964",4.77899601506217
"HU32","1964",4.3877885382165
"HU33","1964",4.7323293332186
"IE01","1964",8.43588379929834
"IE02","1964",8.85262170690847
"ITC1","1964",6.18886533946082
"ITC2","1964",9.19637709120727
"ITC3","1964",9.59434779916984
"ITC4","1964",7.63861110265859
"ITF1","1964",8.60759250250516
"ITF2","1964",7.09890850102749
"ITF3","1964",8.41473674959752
"ITF4","1964",4.96090814098716
"ITF5","1964",5.88459402949917
"ITF6","1964",8.2478260981
"ITG1","1964",5.20958391015656
"ITG2","1964",5.96724943788234
"ITH3","1964",8.77776836654073
"ITH4","1964",14.4451764420435
"ITI1","1964",8.33568119655841
"ITI2","1964",7.66419499702956
"ITI4","1964",8.71401769063813
"LT","1964",4.36275110108341
"LU","1964",5.5937000601413
"LV","1964",4.68535830843385
"MT","1964",0
"NL11","1964",5.30693671158455
"NL12","1964",5.85304376032235
"NL13","1964",5.50390376760951
"NL21","1964",5.29082480472657
"NL22","1964",5.38225421783687
"NL23","1964",6.0237997130848
"NL31","1964",6.86889566082281
"NL32","1964",6.18894608335236
"NL33","1964",6.68655531576931
"NL34","1964",6.41730384392287
"NL41","1964",5.93637870397323
"NL42","1964",5.45870535356411
"PL11","1964",3.93439349840731
"PL12","1964",3.78947776024944
"PL21","1964",6.04184058805307
"PL22","1964",5.71792007165994
"PL31","1964",4.32588363268279
"PL32","1964",5.19543365075123
"PL33","1964",4.4185575299629
"PL34","1964",4.30415563099292
"PL41","1964",4.07494598465355
"PL42","1964",4.14064361088472
"PL43","1964",4.65691120278688
"PL51","1964",5.76336118652426
"PL52","1964",5.47610552832413
"PL61","1964",3.37123835445297
"PL62","1964",4.66291830152234
"PL63","1964",3.43686782031738
"PT11","1964",6.63168193094722
"PT15","1964",4.29724673352887
"PT16","1964",7.00169567074897
"PT17","1964",4.79117330178967
"PT18","1964",4.81058676421076
"PT20","1964",0
"PT30","1964",0
"RO11","1964",4.87462612847276
"RO12","1964",4.72138740089459
"RO21","1964",3.64833904771329
"RO22","1964",3.46821902614764
"RO31","1964",4.58857654787549
"RO32","1964",4.71359897321048
"RO41","1964",4.15151159531796
"RO42","1964",5.32153027831253
"SE11","1964",3.25512194586161
"SE12","1964",3.94318750034945
"SE21","1964",3.74777497325874
"SE22","1964",4.40742019214697
"SE23","1964",5.76485982481402
"SE31","1964",4.87836653783492
"SE32","1964",4.78678678430046
"SE33","1964",4.33195352590709
"SI03","1964",9.80990424537187
"SI04","1964",12.8784175036155
"SK01","1964",4.45842073378431
"SK02","1964",4.86377673485182
"SK03","1964",6.54062562167615
"SK04","1964",5.96814348658825
"UKC","1964",4.92326921188296
"UKD","1964",7.27696436970558
"UKE","1964",4.37282563971403
"UKF","1964",3.98407278272401
"UKG","1964",4.40593811738832
"UKH","1964",3.97881837551539
"UKJ","1964",4.66523779794612
"UKK","1964",5.63263779971103
"UKL","1964",6.856165739064
"UKM","1964",6.77662571297545
"UKN","1964",8.17351076547033
"AT11","1965",7.3856021219169
"AT12","1965",7.10151913962019
"AT13","1965",7.17074311342105
"AT21","1965",10.6858056110916
"AT22","1965",10.2650655009167
"AT31","1965",9.3174476671228
"AT32","1965",12.5100389802392
"AT33","1965",11.2843672331239
"AT34","1965",14.7863048944833
"BE10","1965",8.89916680256526
"BE21","1965",8.28309841335146
"BE22","1965",8.33369482367062
"BE23","1965",7.78636004097827
"BE24","1965",8.35638379189214
"BE25","1965",7.05098618092508
"BE31","1965",8.31228398719269
"BE32","1965",8.64353120057203
"BE33","1965",9.30109134328187
"BE34","1965",10.7526522259734
"BE35","1965",9.31770102854012
"BG31","1965",4.33408234207447
"BG32","1965",4.42955590228621
